SN	REGION CODE	REGION NAME	DISTRICT CODE	DISTRICT (CENTRAL GOVERNMENT)	DISTRICT	OLD ID	TEMP ID (CURRENT)	CURRENT ID	NAME	ALTERNATIVE NAME(S)	STATUS	REMARKS	HMIS (MSIMBO)	DIVISION	WARD	VILLAGE/STREET	REGISTRATION No.	HF TYPE	OWNERSHIP	OWNERSHIP DETAIL	LATITUDE	LONGITUDE	SOURCE
5573	16	Kigoma	2	Kasulu District	Kasulu DC		88	1602088	KIBIGWA		Operating			MANYOVU				Dispensary	Government	LGA			MoHSW
5510	16	Kigoma	2	Kasulu District	Kasulu DC	1602078	21	1602021	Kibwigwa		Operating		162019		Mwayaya	Kibwigwa		Dispensary	Government	LGA			
5577	16	Kigoma	2	Kasulu District	Kasulu DC		95	1602095	Kidyama		Operating				Kigondo	Kidyama		Dispensary	Government	LGA			
5511	16	Kigoma	2	Kasulu District	Kasulu DC	1602400	22	1602022	Kigadye		Operating		Not Allocated	MAKERE	Kigadye	Heru Ushingo		Dispensary	Government	LGA			
5512	16	Kigoma	2	Kasulu District	Kasulu DC	1602084	23	1602023	Kiganamo		Operating		162020	HERU CHINI	Kasulu mjini	Murubona		Health Centre	Government	LGA	-4.48264497353	30.1021721724	
5513	16	Kigoma	2	Kasulu District	Kasulu DC	1602086	24	1602024	Kigembe		Operating		162069	BUYONGA	Kigembe	Kigembe		Dispensary	Government	LGA	-4.82865	30.11821	
5514	16	Kigoma	2	Kasulu District	Kasulu DC	1602089	25	1602025	Kigogwe		Operating		Not Allocated	BUYONGA				Dispensary	Government	LGA			
5515	16	Kigoma	2	Kasulu District	Kasulu DC	1602092	26	1602026	Kigondo		Operating		162070	HERU CHINI	Kigondo	Kigondo		Dispensary	Government	LGA			
5516	16	Kigoma	2	Kasulu District	Kasulu DC	1602093	27	1602027	Kilelema		Operating		162021	MUYAMA	Kilelema	Kilelema		Dispensary	Government	LGA			
5517	16	Kigoma	2	Kasulu District	Kasulu DC	1602094	28	1602028	Kinazi		Operating		162022	MANYOVU	Rusaba	kinazi		Dispensary	Government	LGA	-4.65628	29.82953	
5578	16	Kigoma	2	Kasulu District	Kasulu DC		96	1602096	Kirungu		Operating				Janda	Kirungu		Dispensary	Government	LGA			
5518	16	Kigoma	2	Kasulu District	Kasulu DC	1602097	30	1602030	Kitagata		Operating		162023	BUHORO	Kitagata	Kitagata		Dispensary	Government	LGA			
5519	16	Kigoma	2	Kasulu District	Kasulu DC	1602099	31	1602031	Kitambuka		Operating		162024	MANYOVU	Munanila	Kitambuka		Dispensary	Government	LGA			
5520	16	Kigoma	2	Kasulu District	Kasulu DC	1602227	32	1602032	Kitanga		Operating		162025	MAKERE	Kitanga	kIitanga		Dispensary	Government	LGA			
5521	16	Kigoma	2	Kasulu District	Kasulu DC	1602100	33	1602033	Kitema		Operating		162074	BUHORO	Nyamnusi	kitema		Dispensary	Government	LGA			
5522	16	Kigoma	2	Kasulu District	Kasulu DC	1602106	34	1602034	Kwaga		Operating		162026	BUYONGA	Kwaga	kwaga		Dispensary	Government	LGA			
5523	16	Kigoma	2	Kasulu District	Kasulu DC	1602108	35	1602035	Lalambe		Operating		162071	HERU CHINI	Titye	lalambe		Dispensary	Government	LGA			
5524	16	Kigoma	2	Kasulu District	Kasulu DC	1602111	36	1602036	Magereza		Operating		162027		Kasulu mjini	kumsenga		Dispensary					
5525	16	Kigoma	2	Kasulu District	Kasulu DC	1602115	37	1602037	Makere		Operating		162028	MAKERE	Makere	Makere		Dispensary	Government	LGA	-4.28026	30.4228	
5526	16	Kigoma	2	Kasulu District	Kasulu DC	1602118	38	1602038	Marumba		Operating		162029	HERU JUU	Mhunga	Marumba		Dispensary	Government	LGA			
5527	16	Kigoma	2	Kasulu District	Kasulu DC	1602364	39	1602039	Marumba Reh.		Operating		Not Allocated	HERU JUU	Mhunga	Marumba		Dispensary	FBO	RC			
5528	16	Kigoma	2	Kasulu District	Kasulu DC	1602371	40	1602040	Migongo		Operating		Not Allocated	MUYAMA	Kilelema	Migongo		Dispensary	Government	LGA			
5529	16	Kigoma	2	Kasulu District	Kasulu DC	1602378	41	1602041	Mnanila		Operating		Not Allocated	MANYOVU	Mnanila	Mnanila		Dispensary	Government	LGA			
5530	16	Kigoma	2	Kasulu District	Kasulu DC	1602134	42	1602042	Msagara		Operating		162035		Mnanila	Msagara		Dispensary					
5531	16	Kigoma	2	Kasulu District	Kasulu DC	1602135	43	1602043	Msambara		Operating		162041	HERU CHINI	Msambara	Msambara		Dispensary	Others	Others			
5532	16	Kigoma	2	Kasulu District	Kasulu DC	1602221	44	1602044	Mtabila		Operating		Not Allocated		Buhoro	Mtabila		Dispensary	Private	UNHCR	-4.41495	30.27939	
5579	16	Kigoma	2	Kasulu District	Kasulu DC		97	1602097	Mtala		Operating				Muzye	Mtala		Dispensary	Government	LGA			
5580	16	Kigoma	2	Kasulu District	Kasulu DC		98	1602098	Muganza		Operating				Munyegera	Muganza		Dispensary	Government	LGA			
5533	16	Kigoma	2	Kasulu District	Kasulu DC	1602139	45	1602045	Mugera		Operating		162064	MUYAMA	Mgera	Mugera		Dispensary	Government	LGA			
5581	16	Kigoma	2	Kasulu District	Kasulu DC		99	1602099	Mugombe		Operating				Nyakitonto	Mugombe		Dispensary	Government	LGA			
5534	16	Kigoma	2	Kasulu District	Kasulu DC	1602142	47	1602047	Muhinda		Operating		162030	MANYOVU	Mhinda	Muhinda		Dispensary	FBO	RC			
5582	16	Kigoma	2	Kasulu District	Kasulu DC		100	1602100	Muhinda		Operating				Muhinda	Muhinda		Dispensary	Government	LGA			
5535	16	Kigoma	2	Kasulu District	Kasulu DC	1602143	48	1602048	Muhunga		Operating		162075	HERU JUU	Muhunga	Muhunga		Dispensary	Government	LGA			
5536	16	Kigoma	2	Kasulu District	Kasulu DC	1602144	49	1602049	Mulera		Operating		162031	MANYOVU	Buhigwe	Buhigwe		Health Centre	FBO	RC			
5537	16	Kigoma	2	Kasulu District	Kasulu DC	1602145	50	1602050	Munyegera		Operating		162032	HERU JUU	Munyegera	Munyegera		Dispensary	Government	LGA			
5538	16	Kigoma	2	Kasulu District	Kasulu DC	1602146	51	1602051	Munzeze		Operating	Edited name from Muzenze to Munzeze	162033	BUYONGA	Munzeze	Munzeze		Dispensary	Government	LGA			
5539	16	Kigoma	2	Kasulu District	Kasulu DC	1602147	52	1602052	Murufiti		Operating		162034	HERU CHINI	Murufiti	Murufiti		Dispensary	Government				
5574	16	Kigoma	2	Kasulu District	Kasulu DC		89	1602089	MUSAGARA		Operating			MANYOVU	Munanila	Munanila		Dispensary	FBO	RC			MoHSW
5540	16	Kigoma	2	Kasulu District	Kasulu DC	1602148	53	1602053	Muyama		Operating		162036	MUYAMA	Muyama	Nyange		Health Centre	Government	LGA	-4.2203292132	30.0887049599	
5541	16	Kigoma	2	Kasulu District	Kasulu DC	1602390	54	1602054	Muzadalif		Operating		162037	MANYOVU	Kasulu mjini	Kumsenga		Dispensary	FBO	BAKWATA			
5575	16	Kigoma	2	Kasulu District	Kasulu DC	1602149	92	1602092	Muzdalif-Kasangezi		Operating		162060		Kasulu mjini	Kasangezi		Dispensary					
5542	16	Kigoma	2	Kasulu District	Kasulu DC	1602150	55	1602055	Muzdalif-Kasulu		Operating		Not Allocated		Kasulu Mjini	Murubona		Dispensary					
5543	16	Kigoma	2	Kasulu District	Kasulu DC	1602152	56	1602056	Muzye		Operating		162038	BUYONGA	Muzye	Muzye		Dispensary	Government	LGA			
5544	16	Kigoma	2	Kasulu District	Kasulu DC	1602153	57	1602057	Mvinza		Operating		162039	MAKERE	Kagera nkanda	Mvinza		Dispensary	Government	LGA	-4.49708	30.59616	
5545	16	Kigoma	2	Kasulu District	Kasulu DC	1602154	58	1602058	Mvugwe		Operating		162040	MAKERE	Nyamidaho	Mvugwe		Dispensary	Government	LGA	-4.20119	30.48695	
5569	16	Kigoma	2	Kasulu District	Kasulu DC		84	1602084	MWALI		Operating			BUHORO				Dispensary	Government	LGA			MoHSW
5546	16	Kigoma	2	Kasulu District	Kasulu DC	1602394	59	1602059	Mwali		Operating		162079		Nyachenda	Mwali		Dispensary					
5547	16	Kigoma	2	Kasulu District	Kasulu DC	1602159	60	1602060	Mwanga		Operating		162042	HERU JUU	Muganza	Mwanga		Dispensary	Government	LGA	-4.43911	30.10519	
5548	16	Kigoma	2	Kasulu District	Kasulu DC	1602161	61	1602061	Mwayaya		Operating		162044	MANYOVU	Mwayaya	Mwayaya		Dispensary	Government	LGA			
5549	16	Kigoma	2	Kasulu District	Kasulu DC	1602162	62	1602062	Mwibuye		Operating		Not Allocated	HERU JUU	Mnyegera	Muganza		Dispensary	Government	LGA			
5583	16	Kigoma	2	Kasulu District	Kasulu DC		101	1602101	Nkundutsi		Operating				Muzye	Nkundutsi		Dispensary	Government	LGA			
5550	16	Kigoma	2	Kasulu District	Kasulu DC	1602228	63	1602063	Nyachenda		Operating		162072	BUHORO	Nyachenda	Nyachenda		Dispensary	Government	LGA			
5551	16	Kigoma	2	Kasulu District	Kasulu DC	1602174	64	1602064	Nyakimue		Operating	Name edited from Nyakimwe to Nyakimue	162045	MANYOVU	Mnanila	Nyakimue		Dispensary	Government	LGA			
5552	16	Kigoma	2	Kasulu District	Kasulu DC	1602175	65	1602065	Nyakitonto		Operating		162046	BUHORO	Nyakitonto	Nyakitonto		Health Centre	Government	LGA	-4.2203292132	30.0887049599	
5553	16	Kigoma	2	Kasulu District	Kasulu DC	1602176	66	1602066	Nyamabuye		Operating		162047	MANYOVU	Janda	Bukuba		Dispensary	Others	Others			
5576	16	Kigoma	2	Kasulu District	Kasulu DC		94	1602094	NYAMGALI		Operating			MUYAMA	Bulimanyi	Nyamgali		Dispensary	Government	LGA			MoHSW
5554	16	Kigoma	2	Kasulu District	Kasulu DC	1602225	67	1602067	Nyamidaho		Operating		Not Allocated	MAKERE	Nyamidaho	Nyamidaho		Dispensary	Government	LGA	-4.24111	30.45851	
5555	16	Kigoma	2	Kasulu District	Kasulu DC	1602182	69	1602069	Nyankoronko		Operating		Not Allocated	MANYOVU	Buhigwe	Nyankoronko		Dispensary	Government	LGA			
5556	16	Kigoma	2	Kasulu District	Kasulu DC	1602186	70	1602070	Nyaruboza		Operating		162061		Mhinda	Nyaruboza		Dispensary	Government	LGA			
5557	16	Kigoma	2	Kasulu District	Kasulu DC	1602189	71	1602071	Nyarugusu Refugee Camp		Operating		Not Allocated	MAKERE	Makere	Makere		Dispensary	Private	UNHCR	-4.22314	30.39007	
5558	16	Kigoma	2	Kasulu District	Kasulu DC	1602191	72	1602072	Nyenge		Operating		162049	HERU CHINI	Kurugongo	Nyenge		Health Centre	Government	LGA	-4.6056708982	30.3631767736	
5559	16	Kigoma	2	Kasulu District	Kasulu DC	1602192	73	1602073	Nyumbigwa		Operating		162063	HERU CHINI	Nyumbigwa	Nyumbigwa		Dispensary	Government	LGA			
5560	16	Kigoma	2	Kasulu District	Kasulu DC	1602196	74	1602074	Ruhita		Operating		162050	HERU CHINI	Ruhita	Ruhita		Dispensary	Government	LGA			
5561	16	Kigoma	2	Kasulu District	Kasulu DC	1602199	75	1602075	Rungwe Mpya		Operating		162051	HERU CHINI	Rungwe mpya	Rungwe mpya		Dispensary	Government	LGA			
5562	16	Kigoma	2	Kasulu District	Kasulu DC	1602200	76	1602076	Rusaba		Operating		162052	MANYOVU	Rusaba	Rusaba		Dispensary	Government	LGA			
5563	16	Kigoma	2	Kasulu District	Kasulu DC	1602201	77	1602077	Rusesa		Operating		162053	BUYONGA	Rusesa	Rusesa		Health Centre	Government	LGA	-4.82843245716	30.0833880894	
5572	16	Kigoma	2	Kasulu District	Kasulu DC	1602051	87	1602087	SDA Kahaga		Operating		162054			Muhunga		Dispensary	FBO	SDA			
5564	16	Kigoma	2	Kasulu District	Kasulu DC	1602207	79	1602079	Shunga		Operating		162056	BUHORO	Buhoro	Shunga		Health Centre	FBO	Anglican			
5565	16	Kigoma	2	Kasulu District	Kasulu DC	1602433	80	1602080	Shunguliba		Operating		162077	HERU CHINI	Titye	Shunguliba		Dispensary	Government	LGA			
5566	16	Kigoma	2	Kasulu District	Kasulu DC	1602230	81	1602081	Songa Mbele		Operating		162081	HERU JUU	Mnyegera	Songambele		Dispensary	Government	LGA			
5567	16	Kigoma	2	Kasulu District	Kasulu DC	1602213	82	1602082	Titye		Operating		162057	HERU CHINI	Titye	Titye		Dispensary	Government	LGA	-4.60995873074	30.2872709849	
5568	16	Kigoma	2	Kasulu District	Kasulu DC	1602219	83	1602083	Zeze		Operating		162058	BUYONGA	Rusesa	zeze		Dispensary	Government	LGA	-4.82843245716	30.0833880894	
2041	6	Pwani	2	Kibaha District	Kibaha DC	602228	47	602047	Alavi		Operating							Dispensary			-6.84210612927	38.878484341	NBS
1997	6	Pwani	2	Kibaha District	Kibaha DC	602009	2	602002	Boko Mnemela		Operating		602052	Kibaha	Boko Mnemela	Bokomnemela		Dispensary	Government	MoHSW/LGA	-6.50515	38.54868	NIMR
1999	6	Pwani	2	Kibaha District	Kibaha DC	602259	4	602004	DAWASCO	NUWA	Operating		602028	Mlandizi	Mlandizi	Mlandizi Mjini		Dispensary	Government	Parastatal	-6.42554	38.44743	
2000	6	Pwani	2	Kibaha District	Kibaha DC	602230	5	602005	Disunyara		Operating		602059	Mlandizi	Kilangalanga	Disunyara Mjini		Dispensary	Government	MoHSW/LGA	-6.44879	38.43634	NIMR
2001	6	Pwani	2	Kibaha District	Kibaha DC	602260	6	602006	Dutumi		Operating		602061	Ruvu	Dutumi	Dutumi		Dispensary	Government	MoHSW/LGA	-6.52271	38.34297	
2002	6	Pwani	2	Kibaha District	Kibaha DC		8	602008	Galagaza		Operating		Not Allocated					Dispensary					
2043	6	Pwani	2	Kibaha District	Kibaha DC	602232	48	602048	Good Samaritan	LUCKY	Operating							Dispensary			-6.76044220125	38.9498762108	NBS
2003	6	Pwani	2	Kibaha District	Kibaha DC	602024	9	602009	Gumba		Operating		602050	Ruvu	Gwata	Gumba		Dispensary	Government	MoHSW/LGA	-6.45678	38.21446	NIMR
2004	6	Pwani	2	Kibaha District	Kibaha DC	602025	10	602010	Gwata		Operating		602051	Ruvu	Gwata	Gwata		Dispensary	Government	MoHSW/LGA	-6.42829	38.24186	NIMR
2005	6	Pwani	2	Kibaha District	Kibaha DC	602261	11	602011	Jabal Hiral		Operating		602042	Mlandizi	Mlandizi	Mlandizi Kati		Dispensary	Private	Private	-6.43052	38.44385	
2008	6	Pwani	2	Kibaha District	Kibaha DC	602058	14	602014	Kikongo		Operating		602007	Ruvu	Kikongo	Kikongo		Dispensary	Government	MoHSW/LGA	-6.7995	38.71614	Other
2011	6	Pwani	2	Kibaha District	Kibaha DC	602078	17	602017	Kwala		Operating		602005	Ruvu	Kwala	Kwala		Dispensary	Government	MoHSW/LGA	-6.48154	38.34726	NIMR
2012	6	Pwani	2	Kibaha District	Kibaha DC	602263	18	602018	Lukenge		Operating		602060	Ruvu	Magindu	Lukenge		Dispensary	Government	MoHSW/LGA	-6.53423	38.20025	
2013	6	Pwani	2	Kibaha District	Kibaha DC	602085	19	602019	Lupunga		Operating		602045	Ruvu	Kikongo	Lupunga		Dispensary	Government	MoHSW/LGA	-6.50419	38.41817	NIMR
2015	6	Pwani	2	Kibaha District	Kibaha DC	602090	21	602021	Magindu		Operating		602023	Ruvu	Magindu	Magindu		Dispensary	Government	MoHSW/LGA	-6.4903	38.19327	NIMR
2045	6	Pwani	2	Kibaha District	Kibaha DC	602236	49	602049	MICO		Operating			Ruvu	Gwata			Dispensary	Private	Private	-6.71117377095	38.7389744576	NBS
2018	6	Pwani	2	Kibaha District	Kibaha DC		24	602024	MICO Gumba		Operating	Edited	602043					Dispensary					
2022	6	Pwani	2	Kibaha District	Kibaha DC	602131	28	602028	Mlandizi		Operating	Under upgrading to be a District Hospital	602002	Mlandizi	Mlandizi			Health Centre	Government	MoHSW/LGA	-6.4283	38.44566	NIMR
2023	6	Pwani	2	Kibaha District	Kibaha DC	602281	29	602029	Mperamumbi		Operating		602062	Ruvu	Dutumi	Mperamumbi		Dispensary	Government	MoHSW/LGA			MMAM
2025	6	Pwani	2	Kibaha District	Kibaha DC	602146	31	602031	Mwanabwito		Operating	Edited name from Mwanambwito to Mwanabwito	602040	Ruvu	Kikongo	Mwanabwito		Dispensary	Government	MoHSW/LGA	-6.47155	38.41165	NIMR
2028	6	Pwani	2	Kibaha District	Kibaha DC	602159	34	602034	Ngeta		Operating		602044	Ruvu	Kikongo	Ngeta		Dispensary	Government	MoHSW/LGA	-6.49283	38.4634	NIMR
2031	6	Pwani	2	Kibaha District	Kibaha DC	602175	37	602037	Royal		Operating	Edited name from Royo to Royal;Belongs to Kibaha TC	15	Kibaha	Tumbi			Health Centre	Private	Private	-6.78874964502	38.9852217134	NBS
2032	6	Pwani	2	Kibaha District	Kibaha DC	602178	38	602038	Ruvu JKT		Operating		602016	Mlandizi	Mlandizi	Njiapanda Jeshini		Dispensary	Government	TPDF	-6.41503	38.44253	NIMR
2033	6	Pwani	2	Kibaha District	Kibaha DC	602179	39	602039	Ruvu Sec		Operating		602035	Mlandizi	Kilangalanga	Kisabi		Dispensary	Government	Other MDAs	-6.42346	38.42632	NIMR
2034	6	Pwani	2	Kibaha District	Kibaha DC	602180	40	602040	Ruvu Station		Operating		602006	Ruvu	Ruvu Station	Ruvu Station		Dispensary	Government	MoHSW/LGA	-6.89333	38.82083	Other
2035	6	Pwani	2	Kibaha District	Kibaha DC	602186	41	602041	Soga		Operating		602008	Kibaha	Soga	Soga		Dispensary	Government	MoHSW/LGA	-6.49847	38.5195	NIMR
2036	6	Pwani	2	Kibaha District	Kibaha DC	602265	42	602042	St. Getrude		Operating		602058	Mlandizi	Janga	Janga		Dispensary	FBO	RC	-6.43231	38.44408	
2037	6	Pwani	2	Kibaha District	Kibaha DC	602196	43	602043	Tegemeo		Operating		602028	Mlandizi	Mlandizi			Dispensary	Private	Private	-6.43161	38.44627	NIMR
2047	6	Pwani	2	Kibaha District	Kibaha DC	602205	50	602050	Vigwaza		Operating							Dispensary			-6.81528	38.63333	Other
2040	6	Pwani	2	Kibaha District	Kibaha DC	602266	46	602046	Vikuge		Operating		602057	Kibaha	Soga	Vikuge		Dispensary	Government	MoHSW/LGA	-6.46832	38.51727	
1996	6	Pwani	2	Kibaha District	Kibaha TC	2275	1	602001	Bhoke		Operating		607017	Kibaha	Picha Ya Ndege	Picha ya ndege		Dispensary	Private	Private	-6.76338253399	38.9535680228	NBS
1998	6	Pwani	2	Kibaha District	Kibaha TC	602229	3	602003	Burere		Operating		22	Kibaha	Mkuza	Bungo		Health Centre	Private	Private	-6.75824968726	38.9238780743	NBS
2006	6	Pwani	2	Kibaha District	Kibaha TC	602044	12	602012	Kellen		Operating		16	Kibaha	Mailimoja	Mailimoja		Dispensary	Private	Private			
2007	6	Pwani	2	Kibaha District	Kibaha TC	602050	13	602013	Kibondeni		Operating		21	Kibaha	Mkuza	Kibondeni		Dispensary	Private	Private	-6.75355488666	38.9245122463	NBS
2009	6	Pwani	2	Kibaha District	Kibaha TC	602076	15	602015	Kongowe		Operating		6	Kibaha	Kongowe	Kongowe		Dispensary	Government	MoHSW/LGA	-6.7341	38.8873	Other
2010	6	Pwani	2	Kibaha District	Kibaha TC	2276	16	602016	Kongowe Forest		Operating		18	Kibaha	Kongowe			Dispensary	Government	MoHSW/LGA			MMAM
2014	6	Pwani	2	Kibaha District	Kibaha TC	602088	20	602020	Magereza		Closed		19	Kibaha	Tumbi			Dispensary	Government	Prisons	-6.76580649226	38.9497127697	NBS
2016	6	Pwani	2	Kibaha District	Kibaha TC	602111	22	602022	Mbwawa		Operating		8	Kibaha	Mbwawa	Mbwawa		Dispensary	Government	MoHSW/LGA	-6.83306	38.99278	Other
2017	6	Pwani	2	Kibaha District	Kibaha TC	602118	23	602023	Medewell		Operating		14	Kibaha	Tumbi			Health Centre	Private	Private	-6.79118	39.00159	Other
2019	6	Pwani	2	Kibaha District	Kibaha TC	2280	25	602025	Misugusugu		Operating		12	Kibaha	Misugusugu	Misugusugu		Dispensary	Government	MoHSW/LGA			MMAM
2020	6	Pwani	2	Kibaha District	Kibaha TC	602123	26	602026	Miswe		Operating		9	Kibaha	Mbwawa	Miswe Madukani		Dispensary	Government	MoHSW/LGA	-6.64123	38.76999	Other
2021	6	Pwani	2	Kibaha District	Kibaha TC	602128	27	602027	Mkoani		Operating		2	Kibaha	Tumbi	Mkoani		Health Centre	Government	MoHSW/LGA	-6.77861	38.98001	Other
2024	6	Pwani	2	Kibaha District	Kibaha TC	602138	30	602030	Msangani	Msangani JWTZ	Operating		10	Kibaha	Msangani	Msangani		Dispensary	Government	TPDF	-6.70327	38.94369	Other
2026	6	Pwani	2	Kibaha District	Kibaha TC	602149	32	602032	Mwendapole		Operating		4	Kibaha	Kibaha	Mwendapole A		Dispensary	Government	MoHSW/LGA	-6.7591	38.91965	Other
2027	6	Pwani	2	Kibaha District	Kibaha TC	602237	33	602033	Ndalenyi Dental Clinic		Operating		20					Special Clinic			-6.78068072398	38.9915566981	NBS
2029	6	Pwani	2	Kibaha District	Kibaha TC	602171	35	602035	Nyumbu		Operating		11	Kibaha	Msangani	Kidenge		Dispensary	Government	TPDF	-6.73385	38.96707	Other
2030	6	Pwani	2	Kibaha District	Kibaha TC	602172	36	602036	Police		Operating		13	Kibaha	Tumbi			Dispensary	Government	Police			
2038	6	Pwani	2	Kibaha District	Kibaha TC	602197	44	602044	Tumbi		Operating		1	Kibaha	Tumbi	M/Lugali		Hospital	Government	Parastatal	-6.79722	39.02	Other
2039	6	Pwani	2	Kibaha District	Kibaha TC	602206	45	602045	Vikawe		Operating		3	Kibaha	Pangani	Vikawe Shule		Dispensary	Government	MoHSW/LGA	-6.62668	39.04961	Other
2042	6	Pwani	2	Kibaha District	Kibaha TC	602208	47	602047	Visiga		Operating		7	Kibaha	Visiga	Visiga Kati		Dispensary	Government	MoHSW/LGA	-6.73115	38.78287	Other
2044	6	Pwani	2	Kibaha District	Kibaha TC	602209	48	602048	Visiga Seminary		Operating		23	Kibaha	Visiga			Dispensary	FBO	RC	-6.73027331782	38.8046029563	NBS
2046	6	Pwani	2	Kibaha District	Kibaha TC	602210	49	602049	Viziwaziwa		Operating		5	Kibaha	Kongowe	Viziwaziwa		Dispensary	Government	MoHSW/LGA	-6.92472	39.015	Other
5419	16	Kigoma	1	Kibondo District	Kibondo DC	1601246	2	1601002	Bitare		Operating		67	Kibondo	Misezero	Bitare		Dispensary	Government	LGA			
5420	16	Kigoma	1	Kibondo District	Kibondo DC	1601231	3	1601003	Biturana		Operating		55	Kibondo	Kibondo Mjini	Biturana		Dispensary	Government	LGA			
5421	16	Kigoma	1	Kibondo District	Kibondo DC	1601016	4	1601004	Bukiliro		Operating		2	Kasanda	Gwanumpu	Bukiliro		Dispensary	Government	LGA			
5422	16	Kigoma	1	Kibondo District	Kibondo DC	1601250	5	1601005	Bunyambo		Operating		60	Kibondo	Bunyambo	Bunyambo		Dispensary	Government	LGA			
5423	16	Kigoma	1	Kibondo District	Kibondo DC	1601019	6	1601006	Busunzu		Operating		3	Kibondo	Rugongwe	Busunzu		Dispensary	Government	LGA	-3.95355	30.60494	
5424	16	Kigoma	1	Kibondo District	Kibondo DC	1601030	7	1601007	Gwanumpu		Operating		4	Kasanda	Gwanumpu	Gwanumpu		Dispensary	Government	LGA			
5425	16	Kigoma	1	Kibondo District	Kibondo DC		8	1601008	Gwanumpu HC		Operating		Not Allocated		Gwanumpu	Gwanumpu		Health Centre	Government	LGA			
5426	16	Kigoma	1	Kibondo District	Kibondo DC	1601254	9	1601009	Gwarama		Operating		61	Kakonko	Muhange	Gwarama		Dispensary	Government	LGA			
5427	16	Kigoma	1	Kibondo District	Kibondo DC	1601041	10	1601010	Itaba		Operating		5	Mabamba	Itaba	Itaba		Dispensary	Government	LGA			
5484	16	Kigoma	1	Kibondo District	Kibondo DC		68	1601068	Itumbiko		Operating			Kakonko				Dispensary	Government	LGA			
5428	16	Kigoma	1	Kibondo District	Kibondo DC	1601045	11	1601011	Kabare		Operating		6	Kakonko	Muhange	Kabare		Dispensary	FBO	Pentecoste			
5429	16	Kigoma	1	Kibondo District	Kibondo DC	1601046	12	1601012	Kabingo		Operating		7	Kakonko	Kiziguzigu	Kabingo		Dispensary	Government	LGA			
5485	16	Kigoma	1	Kibondo District	Kibondo DC		69	1601069	Kabingo Jwtz		Operating			Kakonko	Kiziguzigu	Kiyobera		Dispensary	Government	TPDF			MoHSW
5430	16	Kigoma	1	Kibondo District	Kibondo DC	1601048	13	1601013	Kagezi		Operating		50	Mabamba	Kumsenga	Kagezi		Dispensary	Government	LGA			
5431	16	Kigoma	1	Kibondo District	Kibondo DC	1601052	14	1601014	Kakonko		Operating		8	Kakonko	Kakonko	Kakonko		Health Centre	Government	LGA	-3.299274	30.95055	
5486	16	Kigoma	1	Kibondo District	Kibondo DC		71	1601071	Kanembwa Jkt		Operating			Kibondo	Kasanda	Kanembwa		Dispensary	Government	TPDF			MoHSW
5432	16	Kigoma	1	Kibondo District	Kibondo DC	1601267	15	1601015	Kanyonza		Operating		57	Kakonko	Kakonko	Kanyonza		Dispensary	Government	LGA			
5433	16	Kigoma	1	Kibondo District	Kibondo DC	1601268	16	1601016	Kasaka		Operating		56	Kibondo	Busagara	Kasaka		Dispensary	Government	LGA			
5434	16	Kigoma	1	Kibondo District	Kibondo DC	1601232	17	1601017	Kasanda		Operating		10	Kasanda	Kasanda	Kasanda		Dispensary	Government	LGA			
5435	16	Kigoma	1	Kibondo District	Kibondo DC	1601067	18	1601018	Kasongati		Operating		11	Kakonko	Rugange	Kasongati		Dispensary	Government	LGA			
5436	16	Kigoma	1	Kibondo District	Kibondo DC	1601068	19	1601019	Kasuga		Operating		12	Kakonko	Kasuga	Kasuga		Dispensary	Government	LGA			
5437	16	Kigoma	1	Kibondo District	Kibondo DC	1601071	20	1601020	Katanga		Operating		13	Katanga	Gwanumpu	Katanga		Dispensary	Government	LGA	-3.45169	30.67531	
5438	16	Kigoma	1	Kibondo District	Kibondo DC	1601276	21	1601021	Kazilamihunda		Operating		66	Kasanda	Kasanda	Kazilamihunda		Dispensary	Government	LGA			
5439	16	Kigoma	1	Kibondo District	Kibondo DC	1601074	22	1601022	Keza		Operating		14	Kasanda	Kasanda	Kazilamihunda		Dispensary	FBO	Pentecoste	-3.4244208879	30.8640478823	
5440	16	Kigoma	1	Kibondo District	Kibondo DC	1601279	23	1601023	Kibingo		Operating		15	Kibondo	Kitahana	Kibingo		Dispensary	Government	LGA			
5441	16	Kigoma	1	Kibondo District	Kibondo DC	1601076	24	1601024	Kibondo		Operating		17	Kibondo	Kibondo Mjini	Kibondo		Hospital	Government	LGA	-3.59458	30.71181	
5418	16	Kigoma	1	Kibondo District	Kibondo DC	1601002	1	1601001	Kibondo DC		Operating		1	Kibondo	Kibondo Mjini	Kibondo		Dispensary	FBO	BAKWATA			
5442	16	Kigoma	1	Kibondo District	Kibondo DC		25	1601025	Kibondo KDC		Operating		16	Kibondo	Kibondo Mjini	Kibondo		Dispensary	Government	LGA			
5443	16	Kigoma	1	Kibondo District	Kibondo DC	1601077	26	1601026	Kibuye		Operating		18	Mabamba	Kumsenga	Kibuye		Dispensary	Government	LGA			
5444	16	Kigoma	1	Kibondo District	Kibondo DC	1601079	27	1601027	Kichananga		Operating		49	Kibondo	Rugongwe	Kichananga		Dispensary	Government	LGA			
5445	16	Kigoma	1	Kibondo District	Kibondo DC		28	1601028	Kiduduye		Operating		Not Allocated		Mgunzu	Kiduduye		Dispensary	Government	LGA			
